id,content
1254,"对一个美女最严酷的惩罚是，无视美女存在，不偷看她，不搭理她。对我这样一个帅哥最严酷的惩罚是，漠视我的热情，不打手机，不回短信。你做到了
"
1255,"在你脚下跌倒999次，是为了第1000次爬起。追求你付出了999次努力，是期望你给我1次机会。朝你走完999步，只希望你向我迈出第一步
"
1256,"也许，爱情只是个泡泡，手指轻轻捺上，来不及惊诧，就消失在风中。但就算一秒钟的爱情，也会在我心里定格成永恒。请闭上眼睛，给我下一秒爱你的永恒。
"
1257,"自我认为能与你相遇是一件很奇妙的事，因为遇到你再喜欢上你感觉很奇妙，我喜欢拥抱跟牵手，因为这是人与人之间相处最亲密的方式，每一次见面每一次道别我都把你抱的紧紧的，因为需要你，离开你就很需要你，只需要有你。  
"
1258,"你是树干，我就是一层一层缠绕住的藤条，你是房梁，我就是一匹一匹遮住你额头的瓦片，做你的羁绊，做你的救赎。是你徒步在雨中忽然出现的一片屋檐，如果可以，想变成空气，即使你从不开口要我停留，我也从来没离开过你。
"
1259,"在发高烧的时候仍然嘴馋的吃冰淇淋，在胃痛的时候还是让老板“老规矩多放辣”，在膝盖擦伤的时候依然要去爬上那棵大树，在第无数次决定离开你的时候，还是像以前一样把自己留下来。
"
1260,"这些话，哪句最温暖你？】1
"
1261,"想你了，真的。2
"
1262,"没什么事，就想听听宝贝的声音。3
"
1263,"快去吧，我就站在这等你。4
"
1264,"乖乖上课，快下课了给我短信，我过来接你。5
"
1265,"我会努力挣钱，养你。6
"
1266,"左手被你枕的有点麻了，我换一只手。7
"
1267,"盖好被子，别着凉了。8
"
1268,"我们私奔吧，就现在。
"
1269,"你在哪所城市，哼着哪首情歌，你剪了怎样的发型，你坐上了几路夜班车，你是在喝着冰可乐还是热冷饮，或许你正在接电话，或者手机已关机，我不知道你在哪里，却坚定的相信你我终会遇到，陪我沉默看风景，陪我哼着情歌，你在哪里都好，只要你还在等着我。
"
1270,"如果不能爱你一辈子，那请给我七天：我爱你从星期一到星期七。如果七天不可能，那就四天吧：春天
"
1271,"夏天
"
1272,"秋天和冬天。若还是不行，那至少三天吧：昨天
"
1273,"今天和明天。这都不行，那好吧，我只要一天，就一天，我爱你的每一天！
"
1274,"如果人生需要一场雨，那一定是美丽的相遇，如果人生需要一句话，那一定是美丽的鲜花，如果人生需要一辈子，那一定是和你相知相守的这辈子，亲爱的，爱上你我很愉快。
"
1275,"我想有一天和你去旅行。去那没有去过的地方，没有行李，没有背包，不带电脑更不要手机，坐在最高的山顶上，捕捉最后的流星，可以听音乐，聊电影，吃东西，只要我们在一起，随便是什么都可以。
"
1276,"我无法忘记你的一瞥一笑，就象是无法忘记你的诗歌一样，不论你的诗写得怎样，我都喜欢，就象在你的诗歌里，都是浸透出柔情蜜意的字眼，在我的心中深深地呼吸。你的美丽如同那只美丽的小天鹅，在我的梦里铺怀。
"
1277,"我想死，你还是离开了我，我央求着你留下，你彷徨着矛盾着，你心软嫁给了我，五年后，我依旧还是爱着你，你说你不会和我在一起，第一次见面时你告诉我最喜欢看我倒着写故事。
"
1278,"可能你旅行的意义就是你到过一个地方，然后晒出相片贴上标签：我到此一游。因为那你有过你的足迹，你在那里欢笑过闹过，你觉得自己拥抱过那里的一切。然而爱一个人也是，一旦你的心去过你喜欢的他那里，你希望你的生活照里一直都有他，贴上的标签是：到此一辈子。
"
1279,"你穿高跟穿累了，我背你；你鞋带松了，我来绑；你不想吃饭，我来喂；你想结婚了，我来娶；你生气，我来哄；你想白头到老，我陪你；你想我爱你，可以，每天付出一点点，我们不需要什么天长地久，只要每天都住在对方的心里，我们就不会分开了！
"
1280,"你的心，决定了风雨的温度，也决定了云彩的诗意。每段青春都会苍老，但我希望记忆里的你一直都好。遇见你，也是我这一生中遇见到最美好的事，我心存感激并会永远珍惜。我很想把我的人生翻到最后一页，想看看那个陪我到白头的人是谁。
"
1281,"幸福就是在太多和太少之间的一站。你的真情温暖我今生所有记忆，你的眷恋是我一生的守候。无论我走到哪，你都会在我心里。陪我十指交错，陪我相拥微笑。任年华如玉，终有一瓣心香伴我度过人间烟火，终有一抹柔情温暖我的微凉。此生愿与你相看流年不言悔，暮然回首，你在灯火阑珊处。
"
1282,"我会用温暖的微笑面对你，我会用如水的柔情拥抱你，我会用纯朴的真心陪伴你，我只想留下一份无瑕的美丽，留下一份美好的回忆。在今后的日子里，我会把你静静地想起。也许选择放弃是一种无悔的美丽有一种寂寞叫想念，想念一个人，一段往事，一场相遇寂静的夜里，深深切切的想念。
"
1283,"佛说：五百次的回眸，才能换来今生的擦肩而过！前世，不知道需我几许的凝望才换来你一次深情的回眸，能与你今生执手与共。在相遇的那一刻，我的世界就已轰然倒塌，若是，我落落而舞的身姿，在你回眸的凝视中如同蝶舞，注定飞不出你收拢的掌心，我便微颦妆容，扬着嘴角妩媚凌人的弧度，蘸一点墨香，轻挽水袖，铺一纸素笺，在给你的诗文中自此沉沦，没了归途……
"
1284,"一个人一辈子，总要悲一阵子，美丽一阵子，沧桑一阵子，深沉一阵子，烦恼一阵子，艰辛一阵子，幸福一阵子。不管哪阵子，别忘了，不论你再丑或是再穷，总有不嫌弃你的我，陪着你，不是一阵子而是一辈子。
"
1285,"在一起的时间，走过的旅程，住过的城市，消磨的时光，那些，陪我一起傻过的人，就是所谓的青春。微笑后坚定的转身，从此变得聪明，之前那个我和现在的我之间的距离，被许多细小琐碎的事填充着，这些，都是你给我的爱吧。
"
1286,"很难说清楚是怎样开始喜欢一个人，也许是一次简单的对话
"
1287,"一个笑脸
"
1288,"一次转身，如同与一种期盼已久的味道恰逢其会，就此迷恋下去。这就是所谓的情不知所起，一往而深。所以，与其矫情的去迎合，不如等一个时机，和期待你这种味道的人相遇吧。
"
1289,"你爱谁，谁就是你的王子。于芸芸众生之中，我们相遇相爱，路再难走，始终舍不得放开你。为什么只有你能够进驻我心，一直到底？爱若非我们为彼此戴上的漂亮的冠冕，又是什么？直到一天，我们都老了，齿摇发白，手牵着手蹒跚地走路，我们也还是对方的老王子；或者老公主。
"
1290,"那些与你心心相携的日子是我生命中最快乐的时光。在我心中开出最美的繁花。今生与你，唯爱相依，唯你相依。爱染流年，许下一个不悔。愿得一人心，白首不相离。希望在生命的下一个轮回里，还能这样的等着你，爱着你，守候着你。一季花开，遇到爱，便是圆满。一次回眸，遇到你，便是幸福。
"
1291,"既然选择了你
"
1292,"我就会去好好的去爱你，我只想好好的爱你，我只想做你的唯一，陪你一起走下去，走到生命停止的那一刻，你若不离不弃
"
1293,"我定生死相随，现在我更明白了什么是珍惜，所以我没轻易放下这段感情。
"
1294,"如果我能拥有这份荣幸，我愿终生陪伴着你，一年四季陪伴着你。春天，我陪你轻轻漫步在盛开的百花之间；夏天，我陪你奔跑在欢乐的小河之畔；秋天，我陪你倘徉在火红的枫林之下；冬天，我陪你围坐在炽热的火炉旁边。今生，永远在你身边！
"
1295,"我顺着一缕阳光的嫩绿思绪，寻找着五月在季节里的清香。紫粉色的梧桐花娇艳地吹开五月的喇叭，把五月的激情浪漫浓重地渲染；润白的槐花把五月的故事一串串地高挂在嫩绿的枝头，用淡雅的色调修饰五月素洁的衣襟。如果有爱，她们会开在你的心里，香到你的梦里。
"
1296,"你能说出桔子是什么味道的吗？如果你说是酸的，可柠檬更酸呀。如果你说是甜的，大白兔比它更甜呢。如果你说是酸酸甜甜的，AD钙奶也是酸酸甜甜的啊。所以你只能说桔子是桔子味的，那么我喜欢你也只因为你是你。
"
1297,"你人好，你好人，好人你，好人定有好报，不是不报，是时候刚到，答应嫁给我，我让幸福快乐跟你跑，我让你一生没烦恼，我逗你天天开口常笑，我带你从此生活美妙。呵呵，这个好报还真不少！
"
1298,"总有一天，你会不需要轰轰烈烈的爱情，你想要的只是一个不会离开你的人，冷的时候他给你一件外套，胃里难受的时候他会给你一杯热水，难过的时候他会给你一个拥抱，就这么一直陪在你身边，陪你走过每一段路。不是整天多爱多爱，而是认真的一句，不离开。
"
1299,"让心成为一片海，懂得包容，方可自在。经历之后，才会懂得，真正的爱情不是海誓山盟，风花雪月，而是我和你在一起，没有大风大浪，有的只是平凡相依；经历之后，才会懂得，最爱的一直都是你，你的幸福快乐是我今生最大的心愿。
"
1300,"天使没有了翅膀会怎样？你说：会被上帝遗弃，从此离开天堂。他说：你错了，她会落到我的身旁，陪我看日落斜阳。我说：其实你们都错了，因为我会留在她身边，一起陪着她看地老天荒。
"
1301,"我希望你能遇见过其他的人之后再爱上我。这样我就可以像正在燃烧的最后一截烟叶，永远让你贪婪的倒吸一口，呛得你双眼流泪，再把我掐灭扔掉。
"
1302,"有的人虽然了解至深，却怎么也喜欢不起来。有的人，即便是初次邂逅，便已无法自拔。我不相信一见钟情，但是对你的感觉，我却是深信不疑的。我爱你，并不需要去很了解你，她们使的我心动，而你，却是让我动了心。
"
1303,"我最期待的部分，是与你躺在床上，看电视节目，刷微博，抱着你或者被你抱着，穿很少很少，你捋一捋我的头发，我摸一摸你的肚子，嘴上聊着明星和我们的朋友，聊到最开心的时候你亲我一下，我随手从床头柜拿薯片塞你嘴里，床头柜上还有酸奶和可乐。至于做与不做什么的，太次要太次要了。
"
1304,"你说，繁华三千，却倾其一人；我唱，千千阙歌，却只恋一曲，这世间，总有一个人，虽经历千回百转，回眸，依然是他的笑脸，总有一个名字，虽途径万千，永远是心中的唯一。红尘邂逅，情思缱绻，谁为谁饮尽孤独，谁为谁书写寂寞，却道是，(www
"
1305,"闪点情话网) 情到深处无怨尤。
"
1306,"不会放开你的手，是你给了我如此的坚信与真诚。我爱你，就像你爱我如此。没有人能够动摇我对你的爱，因为你的爱一直都在，在我的身边，那么近，那么暖。我幸福的笑着，是因为我真诚的活过，也是因为你让我感受了生命的存在。
"
1307,"第一次见你，逆光，站在楼下笼罩在一片昏黄的灯下站着的你，就像仰望着心中的神祗，我想那才是你，柔柔的光满满的温柔。所以十年我愿意等，只是因为——很爱很爱你。
"
1308,"原来我们还有这么多的事没有做过。没有一起去过游乐园，没有一起去过旅游，没有一起坐过摩天轮在最高处接吻，没有抱着你睡在海滩上，没有跟你住在一起养一只狗，没有跟你在帐篷里露营…我们还有好多好多浪漫的事没有做，所以我们要在一起很久很久。
"
1309,"匆匆行走在青春的路口，却在冬的尽头与你邂逅。当最后一片雪花融化在你的眉宇，那晶莹悬挂的是我思念你的泪滴。不想再去躲藏，任那一份甜美的期待沁满我温馨的梦乡。如果有一天我能经过万水千山的跋涉，出现在你的视线，停落在你的身边，我会陪你一起去看海，让你牵我的手，走向海枯石烂……
"
1310,"在这里爱情是完全可以经的起岁月的摧残和考验的。就算你憔悴不堪满脸雀斑衣衫不整体态臃肿步履蹒跚的出现在我面前的时候，你依然是我眼中朝气蓬勃绰约多姿千娇百媚沁人心脾无可伦比的最美。
"
1311,"我有缺点，但是我会用优点来待你；我钱不多，但是我会努力地去挣钱来养你；爱情的幸福不在别人的眼里，关键在于我和你。亲，我真的好想你！  
"
1312,"最浪漫是与你相牵，最暖心是有你相伴，最想见是你的笑脸，最难忘是你的容颜。没有你的我就像迷失了航线，此生请让我与你相伴永远。
"
1313,"人生最美的是过程，最难的是相识，最渴望的是结果！最苦的是等待！最幸福的是真爱，最怕是无情，最后悔的是错过，最想的是和你在一起。
"
1314,"下雨了是因为云哭了，花开了是因为风笑了，飘雪了是因为太阳睡了，月亮圆了是因为星星醉了，我笑了是因为你懂了，给你发信息了是因为我想你了。
"
1315,"因为有风，柳条得以轻扬；因为有雨，禾苗得以滋长；因为有花，自然才显芬芳；因为有你，生活才显阳光。宝贝，你就是我的太阳！
"
1316,"你就是我酒中的泪，每滴都叫我回味；你就是我茶中的花，每朵都让我陶醉；你就是我歌中的音，每句都使我欣慰；你就是我书中的情，每读一遍都不觉得乏味；你就是我亲密的人，每一次的相聚都很珍贵！
"
1317,"我愿意把我的心给你，因为你就是我的唯一；我愿意把我的情给你，我的喜怒哀乐都是为了你；我愿意把我的生活给你，时刻在你的身旁陪伴你。亲爱的，我愿意给你一生一世的幸福！
"
1318,"即便满心孤寂满泪忧郁，我也会把半数的忧伤揉进甜蜜，把真爱植入我行囊中的记忆，从此不论我走到哪里去，只要你一句深情地话语，我都将飞进你梦里！
"
1319,"情相投，意相合，和你一起乐呵呵；缘既到，份即来，何必让爱再等待；手儿牵，心相连，我想爱你亿万年。让我们荡起爱的双桨，一起驶向幸福的彼岸！
"
1320,"亲爱的，你是我黑夜中的明灯，你是我迷途时的方向，你让我不再害怕黑夜，你让我勇敢的追逐你的脚步，你就是我的未来与希望！献给一直陪在我身边的知心爱人。
"
1321,"牵一段姻缘，左边是我，右边是你；说一声爱你，真心是我，幸福是你；写一条短信，情谊是我，快乐是你。亲爱的，愿你永远健康
"
1322,"平安和开心！
"
1323,"茫茫人海中认识了你，心存一份感激，感谢上天的恩赐，因为有你，便多了一份长长的牵挂和淡淡的思念，蓦然回首惊觉-相识就是美丽！永远爱你！
"
1324,"幸福是圆点，甜蜜是半径，画出爱情的圆，爱恋总美满；快乐是横线，真诚是竖线，交叉爱情的点，携手共白头；执起爱情的笔，写下我爱你，亲爱的，我愿给你一生一世的幸福，愿你甜蜜快乐！
"
1325,"有一种思念，从未向你提及；有一份牵挂，从未离开心底；你的身影，我每一天都在寻觅；你的消息，我每一刻都在惦记，你可知道，我一直都在想你。
"
1326,"岁月长河中，有我有你，哪怕默默无闻；静静人生中，有我有你，哪怕悄无声息。只把这份情谊，埋入心底，让它沉淀幸福，永恒无期。(www
"
1327,"闪点情话网)时过境迁，只剩下想你！
"
1328,"一辈子有多长我不知道，缘份有多少没有人可以证明，这条路有多远也并不重要，就算陪你走不到天涯海角，我却珍惜有你做我朋友的每一秒。
"
1329,"最爱你的眼，藏着我的深情你的柔情；最爱你的唇，交知着我的热情你的迷情；最爱你的人，给你我的今生你的一生！
"
1330,"挥不去的是你难忘的温柔，化不开的是你醉人的清眸，望不穿是你如诗的倩影，写不完是那缱绻的情思，诉不尽是那浪漫的甜蜜。只想与你携手到白头！
"
1331,"在错的时间遇上对的人是一场心伤；在对的时间遇上错的人是一声叹息；在对的时间遇上对的人是一生幸福。我想我是幸福的！祝你新年快乐！我的手愿放在你手里，握手深情甜如蜜；我的心愿靠在你心里。
"
1332,"无论苦辣与酸甜，让微笑相伴！无论咫尺与天涯，让祝福溢满！无论海枯与石烂，让真爱永远！亲爱的，生生世世，爱你的心永不变！
"
1333,"心之弦，与你共鸣；心之路，与你同行；心之语，倾诉你听；心之诗，为你吟诵；心之思，为你心动。唯愿与你携手相拥，爱你此生幸福同行！
"
1334,"也许我不太会讨你欢心，但是我真的很用心。也许我不太懂得浪漫，但是我却从不给你任何羁绊。也许我对你的爱表达得不够好，但是我会用行动爱你到天荒地老。
"
1335,"两颗心相遇相吸便是最珍贵的一份情缘，那是千万年的修炼换来的，牵着手，闭着眼睛都不会迷路。造一条小船，载满甜蜜，带你驶向幸福，风雨的日子，别怕，有我在，有你
"
1336,"有我
"
1337,"有爱
"
1338,"有幸福。。。
"
1339,"风风雨雨二十年，你我携手肩并肩，忧愁困难和挫折，战胜现已成笑谈。花前月下咱没有，平平淡淡呈自然，海誓山盟不曾说，不离不弃永相伴！
"
1340,"吃饭了吗？平淡却是一种牵挂；“孩子呢”，简单却是一种柔情；“就知道你没起来”，短浅显却是一种浪漫；“十一点就到家了”，简短却是一种期盼。爱你，你是我一生的牵挂！
"
1341,"你是清溪里的水，笑盈盈地流，流到我的心田成了酒，我的心顿时醉了。轻柔的和风，送来了我对爱情的呼唤，永远爱你，你是我今生的伴侣！
"
1342,"冬季，还原了我心灵的空白；雨季，淋漓我等待的悲哀；寒风，彻痛我相思的筋骨；只有你，将这一切又还原，还予我真心，原来是想你……
"
1343,"写过许多日记，记着我的心迹，倾吐着一腔情意，张张页页上都有你。我向你唱出情歌的第一句，愿你同声应和。让我们奏出快乐生活的乐章！
"
1344,"当你的灼热的眼光射向我时，我的心将为你而颤动。 我的心灵，我的一切，我都愿让你拿去，只求给我留下一双眼睛，让我能看到你。永远爱你!
"
1345,"我的心因你而激动，我的爱因你而升华，我看见了在爱情的海洋里激起的涟漪，我听到了人间最动人的声音，爱你一生一世！
"
1346,"有谁懂得颓废的美，有谁坚持痴情的累，有谁真的踏雪寻梅，有谁品尝恋爱的滋味，有谁愿做受伤的玫瑰，有谁爱的无怨无悔，有谁能够一生相陪，我给你的爱情，就是爱你，天天爱你。
"
1347,"风儿吹乱了绿叶的思绪，深邃了夜空黑色的甜美；雨儿打湿了空气的宁静，遗忘了城市闪烁的红灯；想念闯进了梦寐的甜蜜，诉说了情人浓情的蜜意；温暖感动了闪烁的双眸，点亮了爱人永恒的守候；轻轻挽起你的手，爱情不朽，激情久久。
"
1348,"悲伤的时候，默默地念我的名字，告诉自己，有人和我一起分担；开心的时候，默默地念我的名字，告诉自己，有人和我一起分享。亲爱的，我永远陪伴着你。
"
1349,"夜似水，情意绵绵相思泪；思如月，清风微微送关切；情似海，微博常把幸福晒；爱如天，蒙蒙细雨话绵绵；短信到，打开短信会心笑；问候真，牵挂缕缕心连心；爱无价，情无边，心中时时把你盼。
"
1350,"相遇是萌发缘分的芽，相知是催生痴情的叶，相恋是绽放幸福的花，相爱是缔结甜蜜的瓜，相思是描绘温馨的画。短信把浓浓的爱表达。
"
1351,"爱一个人，爱到用再多形式也无法表达，最终用婚姻来给予他或她一个承诺，一个坚实的后盾和温柔的陪伴。  
"
1352,"最好的爱情不是最好的年龄遇上你，不是最美的时候遇上你，不是最春风得意的时候遇上你；是在我韶华已逝，容颜渐摧，命途艰难的时候，你依旧义无反顾地选择不离不弃的陪伴和相守。
"
1353,"殷切期盼，你是我最深的思念；情谊有佳，你是我无尽的牵挂；感情至深，你是我最大的福分；健康幸福，你是我最美的财富，愿今生和你永相伴！
"
1354,"你是航船我是帆，等你归航进港湾，洗去征尘绽笑脸，与你相对笑盈盈，让思绪的希翼载着幸福，驶向爱和温暖的港湾！
"
1355,"花儿艳艳，是你美丽的容颜；雨丝飘飘，是你似水的柔情；轻风阵阵，是你入微的体贴，但愿今生和你共相伴，快乐到永远！
"
1356,"心相依，永不悔，有一种相遇叫最美；春花香，蝴蝶飞，有一种思念叫沉醉；雨无阻，任风吹，人间真情最为美。爱不移，情不变，有一种情意叫想念，爱你到永远！
"
1357,"当惆怅在不经意时涌起，才感觉了思念的滋味；当思念在不经意时想起，才感受等待的滋味；当等待在不经意时燃起，才体会了牵挂的滋味；当牵挂在不经意时升起，才知道多爱你！
"
1358,"我把爱写在风里，让它吹开芬芳的情怀；我把爱写在雨里，让它浇灌真挚的爱恋；我把爱在心里，让它存储一世的甜蜜；亲爱的，我爱你到永远！
"
1359,"海蚌未经沙滩的刺桐就不能温润出美丽的珍珠，于是我让思念不断刺痛我的心，只为了给亲爱的你最美丽的珍珠。你是大海，我愿做一条鱼，一生跟随着你蔚蓝的波浪。
"
1360,"初恋就像一壶开水，不管曾经多么沸腾，放上一段时间，终究会变成一壶凉白开。
"
1361,"亲爱的，你是我黑夜中的明灯，你是我迷途时的方向，你让我不再害怕黑夜，你让我勇敢的追逐你的脚步，你就是我的未来与希望！献给一直陪在我身边的知心爱人。
"
1362,"如果还有阳光，你就是阳光。如果说有未来，我也并不期待。一定有一天你会对我说再也别见。就是这样我才格外珍惜每一分钟。放心去爱。
"
1363,"是要有多迟钝，才会不知道，自己已经爱上那个人。是要有多自傲，才会以为，即使离开了也不会伤心。
"
1364,"生活有多少种可能，那爱情就有多少种可能。如果都刚好有时间，那就一起找个远离喧嚣的地方，牵着对方的手，一起散散步，谈谈天。
"
1365,"婚姻中，一种是运气好，刚好碰上了匹配的人。一种是有生活的大智慧，无招胜有招。这两种人都很有福气。
"
1366,"真爱确实和年龄，身高，学历，国籍等全无关系，但是一定和勇气
"
1367,"专一
"
1368,"热情，责任有关。爱一个人，就要用心去爱去呵护，不离不弃的陪伴才是你这一生最好的表白。
"
1369,"真想紧紧抱住你，让你感觉我因爱你而加快的心跳；真想紧紧抱住你，让你感觉我因爱你而急促的呼吸；真想紧紧抱住你，就这样陶醉在你温暖的怀抱里；真想紧紧抱住你，我们相偎又相依，时间就此停息！
"
1370,"当与你相遇相识时，把你印在脑海里；当与你步入婚姻殿堂时，把你刻在心坎上；当与你相爱白头到老时，把你融进生命里；当海枯石烂沧海桑田时，我们还在一起！愿天下有情人永远相爱！！
"
1371,"冬天渐渐远去，春天慢慢飘来，忙碌匆匆过去，周末马上就来，亲爱的你是否感觉美丽健康都在一起向你走来，还有烦恼忧愁都在离你而去，亲爱的，要开心。
"
1372,"春花盛开，你是那花瓣上的露珠，晶莹剔透；秋叶飘落，你是那叶上细密的纹络，成熟优美；在我心中你既纯洁又稳重，既单纯又端庄，美既露于表又藏于心，你是我今生要寻的人，今生可否与你牵手到永久！
"
1373,"水在流，鱼在游，爱你不需要理由；风在吹，雨在下，我会陪你到天涯；天苍苍，野茫茫，我想陪你去飞翔；你有情，我有爱，和你相恋到永恒；我们永远不分别！
"
1374,"时间短，情不短，多多快乐相伴，末日到，爱不倒，多多彼此温暖，心相通，爱相连，不怕难，知心人，真心情，一生不变有痴情，(www
"
1375,"闪点情话网)愿我们幸福永远！
"
1376,"与其日夜为你着迷，不如时刻把你挂虑；与其日夜甜言蜜语，不如时刻将你珍惜。青春如梦，岁月如梭，时光不回头，对你的付出完全不保留，风风雨雨，世事无常，携手一起走，谁说人间没有天长地久。
"
1377,"相爱要好好怜惜，爱人要用心爱惜；相交要好生珍惜，知己也要好生怜惜；要手牵手，心相惜，生活大吉利。
"
1378,"总有些人，安然而来，静静守候，不离不弃；也有些人，浓烈如酒，疯狂似醉，却是醒来无处觅；无数的相遇，无数的别离，愿你来去之间，将真爱寻觅。
"
1379,"瑟瑟的冷风加速了想你的念头，分秒的时针缠绕在爱你的心头，不知道有没有一个温柔的尽头，诉出我好久都没有说出口的盼头，亲爱的，愿你一切都好！
"
1380,"如果上苍让我实现三个愿望：第一我想今生今世和你在一起；第二来生来世我们不分离；第三生生世世和你相伴相依！！
"
1381,"喜欢注视你的眼睛，看里面温暖的平静，没有什么忧伤可以搁浅，甜蜜暗藏在每一个瞬间！喜欢你蓝色的眼睛，象安静的海不会叹息，给我恒久的港湾！
"
1382,"大树把思念写进叶里，飞向大地；天空把思念写进云里，飘向天际；我把思念写进短信里，发向你。亲爱的，我想你！
"
1383,"我可以坐一个下午，想着与你有关的所有事情，虽然你已不在身边，可是那感觉还是鲜活，仿佛你刚刚离去。
"
1384,"来到这里的第一天我就想回去了，但是我决定留下来是因为我遇到了你。人生若只如初见。
"
1385,"坚守是一种高贵的品质。坚守还是：所有人全走了，全撤了，只有你在。哪怕光阴全走了，可是，你还在。坚守让一颗心没有崩溃，而是活出温柔与安好。
"
1386,"对你的爱恋总是穿行在山水之间，期望着我心中的蝴蝶飞过沧海落到我的胸前；编织成千丝万缕的是给你无穷的情感，你给我的幸福总是让我感动与眷恋！
"
1387,"有你是一片新的天地，我的幸福会放大得非常具体，你出现在我梦中的微笑总是蕴含着诗情画意，亲爱的是你让我体会到了你对我的深情厚谊，快乐无比！
"
1388,"如果爱是一种感觉，请把它变成信仰。如果爱是一种牵绊，请把它变成呵护。如果爱是一种付出，请把它变成增值的资本。如果爱是自私，我只要你来爱我。
"
1389,"因为爱情，生活变得如此美丽；因为爱情，花儿更加芬芳醉人；因为爱情，什么天气都很浪漫；因为爱情，我的生命如此灿烂。这一切，都要感谢你，我的爱人，是你让我体会到了幸福的滋味。我爱你，直到永远！  
"
1390,"鱼儿恋上了水，让快乐畅游；鸟儿爱上了天，让幸福飞翔；花朵恋大地，让浪漫绽放；我爱你，让甜蜜永恒；亲爱的我爱你，愿给你一世幸福！
"
1391,"岁月日记，记下浪漫的时光；生命花蕊，酝酿甜蜜的时刻；人生路上，留下幸福的脚印；三生石下，刻下真心的爱恋：亲爱的，我爱你！
"
1392,"年轻时走在一起，是缘分；年老了还在一起走，是幸福。时光会沧桑年轻的容颜，却不能让爱的颜色改变。爱，就是与你在柴米油盐中淡看流年，执手相伴。
"
1393,"即使失去所有，我还想这样牵着你走，过去的风雨后，此刻的厮守，也许承诺不能代表永久，但此刻的你，会幸福悠悠。
"
1394,"没有你，我就是一张没有表情的脸；没有你，我就是一团不会发光的火焰；没有你，我的生活就是漆黑一片。亲爱的，请你接受我的爱，我要陪伴你到永远！
"
1395,"你的微笑明亮了我的心田，你的美丽灿烂了我的世界，你的纯真温暖了的未来，你的善良打动了我的人生。亲爱的，只想拉着你的手，和你一起走，永远不离分。
"
1396,"路边的花草点头，因为它见证了我们第一次牵手；河里的鱼儿跳跃，因为它看到我们每一次的依恋；天上的鸟儿驻足，因为它羡慕我们的幸福。我们的爱，有自然作个见证。
"
1397,"在生活的沃土里，为你种植幸福，在人生的道路上，为你洒满快乐，在情感的历程中，为你写满浪漫，亲爱的，我爱你，愿为你打造一世甜蜜，携手到白头！
"
1398,"让美好为你编织一顶幸福礼帽，让快乐为你定做一件开心衣裙，让浪漫为你朗诵一首爱情诗词，让我为你奉上一颗真心：亲爱的，我爱你！
"
1399,"有种风叫做思念，容易吹进心窝！有种雨叫做关怀，容易滋润心田！有种短信能说出心声，容易表达我的爱！亲爱的，我爱你！
"
1400,"生命的序号是成长的编排，或许忧愁在先，或许快乐在后，但是请坚信我爱你一定在其中，而且一直坚守在幸福身旁！
"
1401,"翻阅时光的故事，有一些话语被记录，因为他足够浪漫！浏览爱情的画面，有一些色彩被印记，因为他足够深情！亲爱的，爱你，你就是我的一生！
"
1402,"曾经写诗，是我对你懵懵懂懂的痴迷。曾经偷菜，是我对你卿卿我我的表白。曾经发呆，是我对你甜甜蜜蜜的青睐。曾经，曾经的曾经，我们海誓山盟。愿与你相爱一生！
"
1403,"太阳雨，情人泪，无声无息泪双垂，知我思念是为谁？月光明，星儿稀，犹忆当年小九妹，情真意切身边陪。如今佳人不知何处去，唯有清酒伴人醉。亲爱的，快快回到我身边，我会爱你永不变！
"
1404,"你胖起来是杨玉环，瘦下去是西施，现在则是不胖不瘦真好就是你自己。所以，不论你的身材如何变化，我都会爱你一辈子。亲爱的，(www
"
1405,"闪点情话网)别在意别人怎么说，做好你自己！
"
1406,"温馨的怀抱，为你张开臂膀；浪漫的月色，为你挥洒真情；甜蜜的岁月，为你酝酿幸福；痴情的话语，为你表白真爱：亲爱的，我爱你！
"
1407,"与你相伴，日子里充斥着甜甜的味道，与你相恋，生活里填满了幸福的滋味，与你相守，人生里塞满了快乐的气息，亲爱的，有你的日子，每一天都是幸福，我爱你！
"
1408,"眼眸里盛着你，柔情似水；睡梦中喊着你，心潮澎湃；闲暇时念着你，魂牵梦绕；心坎里装着你，甜蜜永远。亲爱的，愿一生与你厮守，幸福到白头！
"
1409,"你是我快乐的源泉，只要你欢笑我就觉得幸福在身边；你是我工作的动力，只要想到你我就会充满力量；你是我未来的希望，只要为了你我的意志就会坚强如铁。爱你，我的生活出现改变，爱你，是我一生的誓言！
"
1410,"我可上九天揽月，可下五洋捉鳖，我天天吃大米，想的都是你，我从来不吃面，只想和你见一面，我一顿不喝汤，想你想的心发慌，我喝酒不吃菜，一生把你爱。
"
1411,"爱情是两个人酿造的蜜，爱情是两个人共同谱写的曲，爱情是两个人一同唱响的歌，爱情是两个人肩并肩走过的路，爱情是两个人脚垫脚跳过的舞。
"
1412,"没有你的日子里，爱情是荒废的，一起走过的河边，花草是枯萎的，你给我留下的印记，不可抹除，只有用爱，让它进一步加深，爱情，是长久之计。
"
1413,"爱你，是我的幸运，护你，是我的责任，疼你，是我的义务，珍惜你，是我的荣幸，我愿：一生一世爱着你，生生世世疼着你，亲爱的，我爱你。
"
